relation,A,B,C,D,D',raw_generation,new_generation,parsed_answer
Synonym,easy,simple,sad,unhappy,happy,<ans> D: unhappy </ans></s>,,D
Synonym,hurry,rush,harm,injure,help,"<ans> D </ans>

Explanation:
The analogy ""hurry : rush :: harm : ?"" means that ""hurry"" is to ""rush"" in the same way that ""harm"" is to something. The answer is ""injure"" because when you hurry, you can rush and inadvertently injure someone or something, just as when you harm, you can cause injury.</s>",,D
Synonym,rob,steal,cry,weep,laugh,"<ans> D </ans>

Explanation:
The analogy ""rob : steal :: cry :?"" suggests that ""rob"" and ""steal"" are related in the same way that ""cry"" and ""?"" are related. ""Rob"" and ""steal"" are both related to taking something from someone without permission. ""Cry"" is an expression of emotion, specifically sadness or grief. Therefore, the correct answer is ""weep,"" which is another word for crying. The other option, ""laugh,"" is not related to the analogy.</s>",,D
Synonym,polite,courteous,angry,furious,happy,"<ans> D </ans>

Explanation:

The analogy ""polite : courteous :: angry : ?"" requires finding a word that completes the analogy in the same way that ""courteous"" completes the analogy for ""polite.""

The word ""courteous"" means being polite and considerate towards others. Therefore, the word that completes the analogy for ""angry"" should convey a strong emotion that is the opposite of polite and courteous. The word ""furious"" is the correct answer. It means extremely angry and expresses a strong negative emotion.</s>",,D
Synonym,beginner,novice,doctor,physician,heal,"<ans> D </ans>

Explanation:

In the given analogy, ""beginner"" is related to ""novice"" as ""doctor"" is related to ""?"". The correct answer is ""physician"". The analogy means that a beginner is to novice as a doctor is to a physician. A physician is a doctor who has completed additional training and is qualified to practice medicine in a specific area. Therefore, the answer is D: physician. The other option E: heal is not the correct answer as it does not complete the analogy.</s>",,D
Synonym,baby,infant,woman,lady,girl,<ans> D: lady </ans></s>,,D
Synonym,brook,stream,courage,bravery,cowardice,"<ans> D:</ans> In this analogy, a brook is to a stream as courage is to bravery. A brook is a small flowing body of water that is a part of a larger stream. Similarly, courage is a quality of mind or disposition that enables a person to overcome fear or difficulty, and bravery is the quality of being brave.</s>",,D
Synonym,huge,enormous,wealthy,rich,poor,"<ans> D </ans>

Explanation:
The analogy ""huge : enormous :: wealthy : ?"" requires finding a term that completes the analogy in the same way that ""enormous"" completes ""huge"". The term ""enormous"" means extremely large, so the term that completes the analogy for ""wealthy"" should mean extremely rich. Therefore, the answer is ""D: rich"".</s>",,D
Synonym,cheerful,happy,awful,horrible,wonderful,"<ans> D </ans>

Explanation:

In the given analogy, ""cheerful"" is related to ""happy"" in the same way that ""awful"" is related to ""?"". Since ""cheerful"" means feeling or showing happiness, and ""happy"" means feeling or showing pleasure or contentment, the missing term ""?"" should be related to ""awful"" in the same way. ""Awful"" means extremely unpleasant or causing fear or dread, so the missing term should be ""horrible"", which also means extremely unpleasant or causing fear or dread. Therefore, the answer is (D) ""horrible"".</s>",,D
Synonym,remain,stay,begin,start,continue,"<ans> D </ans>

Explanation:
The analogy ""remain : stay :: begin :?"" suggests that ""remain"" and ""stay"" are related in some way, as are ""begin"" and the missing term. The correct completion is ""start"", because ""remain"" and ""stay"" can be thought of as opposites in the sense that ""remain"" means to continue in the same state, while ""stay"" means to not leave or go somewhere. Similarly, ""begin"" and ""start"" are opposites in the sense that ""begin"" means to initiate or start something new, while ""start"" means to cause something to begin or to set in motion. Therefore, the correct completion is ""start"", not ""continue"".</s>",,D
Synonym,unusual,strange,famous,renowned,unknown,"<ans> D </ans>

So the completed analogy would be: ""unusual : strange :: famous : renowned""</s>",,D
